#번호	종류	자리수	예산	예시위치	JP	KO
1172	map	1	67	/LB10.MAP@137991	・・・だが、\nなんとかするしかねぇ！\nみんな、北だ！\n北へさがれっ！%b	…하지만\n어떻게든 해야 해!\n다들 북쪽이다!\n북쪽으로 물러나!%b
1173	map	1	65	/LB10.MAP@138095	何がどうなっているのかしら！？\n世界中がモンスターだらけだわ。%b%h	대체 어떻게 된 거지!?\n온 세상이 몬스터투성이야.%b%h
1174	map	1	45	/LB10.MAP@138192	私たちだけでは\nどうにもならないわ・・・。%b%h	우리만으로는\n어떻게도 할 수 없어….%b%h
1175	map	1	64	/LB10.MAP@138269	なんとか\n最北部あたりまで後退して、\n防衛線をはらないと・・・！%b	어떻게든\n최북단 쪽까지 후퇴해서\n방어선을 쳐야 해…!%b
1176	map	1	83	/LB10.MAP@138365	・・・・・・うん、\nこんなこともあるかと思って\nアイテムを買っておいて\nよかったわ。%b	……응,\n이런 일도 있을까 싶어서\n아이템을 사 두길\n잘했어.%b
1177	map	1	60	/LB10.MAP@138480	これだけアイテムがあれば、\nなんとか\nもちこたえられそうね。%b	이만큼 아이템이 있으면\n어떻게든\n버틸 수 있을 것 같아.%b
1178	map	1	38	/LB10.MAP@138572	ぼっちゃま・・・、\n%s1どの・・・。%b%h	도련님…,\n%s1 님….%b%h
1179	map	1	89	/LB10.MAP@138642	お二方が不在のいま、\nこのわしが何としても\nこのモンスターの大軍を\nくいとめねばならん。%b%h	두 분이 안 계신 지금\n이 몸이 어떻게든\n이 몬스터 대군을\n막아 내야 한다.%b%h
1180	map	1	92	/LB10.MAP@138763	そのためには、\nいったん北のはしまで戦線を後退させそこできゃつらを\n食い止めるしかあるまい！%b	그러기 위해서는\n일단 북쪽 끝까지 전선을 물리고 거기서 놈들을\n막는 수밖에 없다!%b
1181	map	1	93	/LB10.MAP@138887	・・・・・・さしあたっては、\n先ほど買いたしておいた\nこのアイテムで\nもちこたえねばならんな。%b	……당장은\n아까 사 둔\n이 아이템으로\n버텨야겠군.%b
1182	map	1	60	/LB10.MAP@139012	・・・ぼっちゃま・・・\nどうか、\nこのじいをお守りくだされ。%b	…도련님…\n부디\n이 할아범을 지켜 주십시오.%b
1183	map	1	24	/LB10.MAP@139104	・・・はじまったか。%b%h	…시작됐나.%b%h
1184	map	1	45	/LB10.MAP@139160	おそらく、\nあいつらももどってはこれまい。%b%h	아마\n그 녀석들도 돌아오지 못하겠지.%b%h
1185	map	1	32	/LB10.MAP@139237	何とか手をうたねばな・・・。%b%h	어떻게든 손을 써야겠군….%b%h
1186	map	1	62	/LB10.MAP@139301	やむをえまい。\n最北まで戦線を後退、\nそこでやつらを迎え討つ！%b	어쩔 수 없다.\n최북단까지 전선을 물려\n거기서 놈들을 맞는다!%b
1187	map	1	55	/LB10.MAP@139395	・・・町でアイテムを\n買っておいたのがさいわいしたな。%b	…마을에서 아이템을\n사 둔 게 다행이었군.%b
1188	map	1	58	/LB10.MAP@139482	回復系のアイテムが\nこれだけあれば、\nなんとかなるだろう。%b	회복 아이템이\n이만큼 있으면\n어떻게든 되겠지.%b
1189	map	1	22	/LB10.MAP@139572	%s1、\nおそいねー。%b%h	%s1,\n늦네～.%b%h
1190	map	1	60	/LB10.MAP@139626	それに、\n世界中、モンスターだらけって\nカンジだし・・・。%b%h	게다가\n온 세상이 몬스터투성이\n같은 느낌이고….%b%h
1191	map	1	43	/LB10.MAP@139718	ここも\n長くはもちこたえられないみたい。%b%h	여기도\n오래 못 버틸 것 같아.%b%h
1192	map	1	41	/LB10.MAP@139793	早いとこ、\nいちばん上までさがろーよ！%b%h	얼른\n제일 위까지 물러나자～!%b%h
1193	map	1	81	/LB10.MAP@139866	回復アイテムなら\nいっぱい買っておいたから、\nすこしの間くらい、\nなんとかなるよ！%b	회복 아이템이라면\n잔뜩 사 뒀으니까\n잠깐 정도는\n어떻게든 될 거야!%b
1194	map	103	37	/LB20.MAP@130667	%H%m1%V100［%m0ロクセリオ%m1］%V0%m0\n	%H%m1%V100［%m0로크세리오%m1］%V0%m0\n
1195	map	1	26	/LB20.MAP@130705	くはははははははははっ！%b	크하하하하하하하하!%b
1196	map	1	45	/LB20.MAP@130770	私に服従の意をしめすなら、\nいまのうちだぞ！%b	나에게 복종할 거라면\n지금뿐이다!%b
1197	map	1	54	/LB20.MAP@130854	どうやら\nカカルクランの方も\nカタがついたようだしな。%b	아무래도\n카칼클랜 쪽도\n결판이 난 모양이니.%b
1198	map	1	54	/LB20.MAP@130947	じきに\nその水晶をとおって\n兵士たちがもどってこよう。%b	머지않아\n그 수정을 지나\n병사들이 돌아올 것이다.%b
1199	map	1	49	/LB20.MAP@131040	四方八方をかこまれては\nどうすることもできまい。%b	사방팔방이 포위되면\n어쩔 도리가 없겠지.%b
1200	map	1	68	/LB20.MAP@131128	せめてもの手向けに、\n真のすがたにもどって\nとどめをさしてくれよう！%b	마지막 선물로\n진짜 모습으로 돌아가\n숨통을 끊어 주마!%b
1201	map	1	62	/LB20.MAP@131235	見よ！\n我が弟子ラミューレが持ち帰った\n『ガルマンオーブ』だ！%b	보아라!\n내 제자 라뮤레가 가져온\n『갈만오브』다!%b
1202	map	1	82	/LB20.MAP@131538	我こそ、冥界の王・・・\n破壊をつかさどる神として、\n新しきこの世界に君臨するのだ！%b	내가 바로 명계의 왕…\n파괴를 관장하는 신으로서\n이 새로운 세계에 군림하리라!%b
1203	map	2	28	/LB20.MAP@131659	がはぁぁぁぁぁぁぁぁぁっ！%b	크아아아아아아아아악!%b
1204	map	1	43	/LB20.MAP@131736	ロクセリオ様の\nおっしゃるとおり・・・。%b%h	로크세리오 님\n말씀대로….%b%h
1205	map	1	28	/LB20.MAP@131818	みなさん、はじめまして。%b%h	여러분, 처음 뵙겠습니다.%b%h
1206	map	1	59	/LB20.MAP@131885	私はロクセリオ様の懐刀、\n不死のラミューレにございます。%b%h	저는 로크세리오 님의 심복,\n불사의 라뮤레라고 합니다.%b%h
1207	map	1	93	/LB20.MAP@131983	・・・もっとも少し前までは、\nゲンユウサイの５幹部に\n数えられていたことも\nありましたがね。%b%h	…하긴 조금 전까지는\n겐유사이의 5간부로\n꼽히기도 했습니다만.%b%h
1208	map	1	94	/LB20.MAP@132115	・・・なんにしましても、\nロクセリオ様の大願のためには、\nあなた方はジャマな存在なのですよ。%b%h	…어쨌든\n로크세리오 님의 대망을 위해서는\n여러분은 방해되는 존재랍니다.%b%h
1209	map	1	39	/LB20.MAP@132248	おとなしく\n消えていただきましょうか。%b	얌전히\n사라져 주시겠습니까?%b
1210	map	1	26	/LB20.MAP@132319	そんなっ・・・・・・！%b%h	그럴 수가……!%b%h
1211	map	1	27	/LB20.MAP@132377	まさか、\nあなたが・・・！%b	설마\n당신이…!%b
1212	map	1	47	/LB20.MAP@132436	なんということだ！\nわしは夢を見ておるのか！？%b	이럴 수가!\n내가 꿈을 꾸고 있는 건가!?%b
1213	map	1	22	/LB20.MAP@132569	・・・・・・あれ？%b%h	……어라?%b%h
1214	map	1	48	/LB20.MAP@132623	ねぇ、みんなぁ、\nあの人、\nどっかで見なかった？%b	저기, 다들～,\n저 사람\n어디서 보지 않았어?%b
1215	map	1	48	/LB20.MAP@132703	あいつ・・・。\nたしか、\nどっかで出てきたよな。%b	저 녀석….\n분명\n어디선가 나왔었지.%b
1216	map	1	29	/LB20.MAP@132783	ほっほっほっ、\nお前さんか。%b	허허허,\n자네였나.%b
1217	map	1	26	/LB20.MAP@132844	・・・なんだなんだ！？%b%h	…뭐야 뭐야!?%b%h
1218	map	1	58	/LB20.MAP@132902	あいつ、\nクィーンズランドの城にいた\nヤツじゃねぇのか！？%b	저 녀석\n퀸즈랜드 성에 있던\n놈 아냐!?%b
1219	map	1	35	/LB20.MAP@132993	お前・・・\nたしかどっかで・・・。%b	너…\n분명 어디선가….%b
1220	map	1	26	/LB20.MAP@133061	・・・こいつが・・・！？%b	…이 녀석이…!?%b
1221	map	1	38	/LB20.MAP@133208	・・・仲間を残しておったとは・・・%b%h	…동료를 남겨 두었을 줄이야…%b%h
1222	map	1	55	/LB20.MAP@133285	あの泣き虫王子にしては、\n知恵をはたらかせたものよ。%b%h	그 울보 왕자치고는\n머리를 잘 썼구나.%b%h
1223	map	1	60	/LB20.MAP@133379	だが、しょせん\n私の前では単なる雑兵・・・\n敵ではないわ。%b%h	하지만 어차피\n내 앞에선 한낱 잡병…\n적수가 못 된다.%b%h
1224	map	1	20	/LB20.MAP@133478	のう、ラミューレ？%b	그렇지, 라뮤레?%b
1225	map	1	49	/LB20.MAP@133591	どいつもこいつも、\n私のジャマばかりしおって！%b%h	너도 나도\n내 방해만 하는구나!%b%h
1226	map	1	37	/LB20.MAP@133679	なぜ、\nだれも私の力をみとめん！？%b%h	어째서\n아무도 날 인정 안 하나!?%b%h
1227	map	1	49	/LB20.MAP@133755	私がこの偉業を成さねば、\n世界はかわらんのだ！%b%h	내가 이 위업을 못 이루면\n세상은 안 바뀐다!%b%h
1228	map	1	38	/LB20.MAP@133843	世界は私の力を必要としておるのだ！%b%h	세상은 내 힘을 필요로 하고 있다!%b%h
1229	map	1	60	/LB20.MAP@133920	・・・・・・もうよい！\nすでに、\n私は力を手に入れたのだ！%b%h	……이제 됐다!\n이미\n나는 힘을 손에 넣었다!%b%h
1230	map	1	49	/LB20.MAP@134019	ジャマな者はすべて、\nこの力で消しさってくれる！%b	방해되는 자는 모두\n이 힘으로 없애 주마!%b
1231	map	1	26	/LB20.MAP@134100	くるってやがる・・・。%b%h	미쳤군….%b%h
1232	map	1	41	/LB20.MAP@134158	こんな自分勝手なヤツ、\nはじめてだぜ。%b%h	이렇게 제멋대로인 놈은\n처음 보는군.%b%h
1233	map	1	59	/LB20.MAP@134231	%s0、\nとっとと終わりにしようぜ、\nこんなバカげた戦いは。%b%h	%s0,\n얼른 끝내자고,\n이런 어처구니없는 싸움은.%b%h
1234	map	1	21	/LB20.MAP@134322	・・・おい、%s0！？%b	…이봐, %s0!?%b
1235	map	1	68	/LB20.MAP@134375	・・・父上が・・・\n・・・生きている・・・\n・・・ほんとうに・・・？%b	…아버지가…\n…살아 계셔…\n…정말로…?%b
1236	map	1	39	/LB20.MAP@134482	私に従わぬ者は、\n消えうせてしまえ！%b%h	날 안 따르는 자는\n사라져라!%b%h
1237	map	1	20	/LB20.MAP@134637	ほう・・・・・・。%b	호오……%b
1238	map	1	26	/LB20.MAP@134689	・・・ロクセリオ・・・%b%h	…로크세리오…%b%h
1239	map	1	33	/LB20.MAP@134747	まさか、\nお前だったとは・・・！%b	설마\n너였을 줄이야…!%b
1240	map	1	41	/LB20.MAP@134812	見ろよ、\nラミューレのヤツまでいやがる！%b	봐,\n라뮤레 녀석까지 있어!%b
1241	map	1	26	/LB20.MAP@134892	またお会いしましたね。%b%h	또 뵙는군요.%b%h
1242	map	1	62	/LB20.MAP@134957	その様子では、\nぶじゲンユウサイを\nたおしてきたようですね。%b%h	그 모습을 보니\n무사히 겐유사이를\n쓰러뜨린 모양이군요.%b%h
1243	map	1	37	/LB20.MAP@135058	まずは、\nほめてさしあげましょう。%b%h	우선\n칭찬해 드리지요.%b%h
1244	map	1	55	/LB20.MAP@135134	・・・おやおや、\n王子はそれどころではありませんか。%b%h	…이런 이런,\n왕자님은 그럴 처지가 아니신가요.%b%h
1245	map	1	45	/LB20.MAP@135228	どうしました、\n肩がふるえているようですが？%b	왜 그러세요,\n어깨가 떨리는 것 같은데요?%b
1246	map	1	39	/LB20.MAP@135312	くくくっ、\nくやしそうですな、王子。%b%h	크크크,\n분하신가 보군요, 왕자.%b%h
1247	map	2	85	/LB20.MAP@135390	・・・もっとも、\nクィーンズランドの国など、\nとうのむかしに\nなくなっておりますがな。%b	…하긴\n퀸즈랜드라는 나라는\n진작에\n사라져 버렸지만.%b
1248	map	1	20	/LB20.MAP@135507	おのれっ・・・！%b%h	이놈…!%b%h
1249	map	1	58	/LB20.MAP@135559	母上・・・、\nいや、女王に\n目をかけてもらっておきながら！%b	어머니…,\n아니, 여왕에게\n총애를 받아 놓고서!%b
1250	map	1	39	/LB20.MAP@135656	・・・さぁて、\nなんのことですかな。%b%h	…글쎄요,\n무슨 말씀이신지.%b%h
1251	map	1	64	/LB20.MAP@135734	はっきり言いまして、\n女王には\nまったく人を見る目がなかった。%b%h	분명히 말하자면\n여왕에게는\n사람 보는 눈이 전혀 없었지요.%b%h
1252	map	1	84	/LB20.MAP@135837	王子はご存じないでしょうが、\nじっさいに国を動かしていたのは、\nこの私の力ですよ。%b%h	왕자는 모르시겠지만\n실제로 나라를 움직인 건\n바로 제 힘이었지요.%b%h
1253	map	2	66	/LB20.MAP@135960	・・・なのに、\n女王はまったく私の話を\n受け入れようとしなかった！%b	…그런데\n여왕은 제 말을 전혀\n받아들이려 하지 않았다!%b
1254	map	2	51	/LB20.MAP@136058	・・・おおかた、\nロクでもない話だったんだろうよ！%b	…보나 마나\n시답잖은 얘기였겠지!%b
1255	map	1	43	/LB20.MAP@136148	だまれ！\nヨソ者のキサマに何がわかる！？%b%h	닥쳐라!\n외지인인 네놈이 뭘 알아!?%b%h
1256	map	1	45	/LB20.MAP@136230	・・・そうだ・・・\n・・・キサマらだ・・・%b%h	…그렇다…\n…네놈들이다…%b%h
1257	map	2	49	/LB20.MAP@136314	キサマらのボスの\nゲンユウサイが無能すぎたのだ！%b	네놈들 두목인\n겐유사이가 너무 무능했던 거다!%b
1258	map	2	28	/LB20.MAP@136395	・・・なんだとぉ・・・！！%b	…뭐라고…!!%b
1259	map	1	14	/LB20.MAP@136462	そうとも！%b%h	그렇다!%b%h
1260	map	1	87	/LB20.MAP@136515	あのイナカ者のゲンユウサイめが\n私の足をひっぱらねば、コトはすべてうまくいったのだ！%b%h	그 촌뜨기 겐유사이 놈이\n내 발목만 잡지 않았다면 모든 일이 잘 풀렸을 것을!%b%h
1261	map	1	37	/LB20.MAP@136641	それに・・・\nそれに・・・・・・！%b%h	게다가…\n게다가……!%b%h
1262	map	1	41	/LB20.MAP@136717	そうだ、王子！\nキサマの父親もそうだ！%b%h	그래, 왕자!\n네 아비도 마찬가지다!%b%h
1263	map	1	91	/LB20.MAP@136797	何かに利用できることもあろうかと、生きのびさせてやったものを、\nとちゅうでにげ出しおって！%b	뭔가 쓸모가 있을까 싶어 살려 두었더니\n도중에 도망치다니!%b
1264	map	1	49	/LB20.MAP@136970	じゃあ、父上は・・・\n・・・生きている・・・！？%b	그럼 아버지는…\n…살아 계셔…!?%b
1265	map	1	24	/LB2B.MAP@130608	そ、そんなバカなっ！%b%h	그, 그럴 리가!%b%h
1266	map	1	48	/LB2B.MAP@130671	私は・・・\n私こそが、\n真の冥王たりえるのだ！%b%h	나는…\n나야말로\n진정한 명왕이 될 자다!%b%h
1267	map	1	70	/LB2B.MAP@130758	私でなければ、\nだれがこの偉業を\n受けつぐことができるというのだ！？%b%h	내가 아니라면\n누가 이 위업을\n이을 수 있단 말이냐!?%b%h
1268	map	1	37	/LB2B.MAP@130867	私が・・・\n私がやらねばっ・・・！！%b	내가…\n내가 해야만…!!%b
1269	map	1	51	/LB2B.MAP@130943	・・・そ、そんなっ・・・！\n・・・ロクセリオ様っ！%b	…그, 그럴 수가…!\n…로크세리오 님!%b
1270	map	1	76	/LB2B.MAP@131033	あなた様がいなくなったら、\n私はどうやって\nエネルギーを得ればよいのです！？%b	당신이 사라지면\n저는 어떻게\n에너지를 얻으란 말입니까!?%b
1271	map	1	64	/LB2B.MAP@131148	・・・うっ・・・\n・・・ううっ・・・\n・・・エネルギーが・・・！%b	…윽…\n…으윽…\n…에너지가…!%b
1272	map	3	41	/LB2B.MAP@131251	私のエネルギーが\n体外へと流れ出ていく！%b	내 에너지가\n몸 밖으로 흘러나간다!%b
1273	map	3	43	/LB2B.MAP@131331	そっ、そんな・・・\nぐぎゃぁぁぁぁぁっ！！%b	그, 그럴 수가…\n크아아아아악!!%b
1274	map	2	68	/LB2B.MAP@131423	まだ勝負はついていませんよ。\n私が不死だということを\nお忘れですか？%b	아직 승부는 안 났습니다.\n제가 불사라는 걸\n잊으셨나요?%b
1275	map	2	37	/LB2B.MAP@131530	・・・うっ・・・\n・・・ううっ・・・%b	…윽…\n…으윽…%b
1276	map	2	57	/LB2B.MAP@131606	・・・ど、どうしたことだ！？\n・・・エネルギーが・・・！%b	…어, 어찌 된 일이냐!?\n…에너지가…!%b
1277	map	1	29	/LB2B.MAP@131864	え～い、\nこの役立たずが！%b%h	에잇,\n이 쓸모없는 놈!%b%h
1278	map	1	48	/LB2B.MAP@131932	こうなったら、\n私ひとりで\nカタをつけてくれる！%b	이렇게 된 이상\n나 혼자서\n끝장을 내 주마!%b
